"","ACTIVITY_CODE","SUBJECT_ID","MEASUREMENT","MEAN"
"2522","LAYING",2,"tBodyGyroJerk.mean...Z",-0.0701783020833333
"2523","LAYING",3,"tBodyGyroJerk.mean...Z",-0.06873387
"2524","LAYING",4,"tBodyGyroJerk.mean...Z",-0.0712156288333333
"2525","LAYING",5,"tBodyGyroJerk.mean...Z",-0.07083096875
"2526","LAYING",6,"tBodyGyroJerk.mean...Z",-0.0717774743859649
"2527","LAYING",7,"tBodyGyroJerk.mean...Z",-0.0671901794615385
"2528","LAYING",8,"tBodyGyroJerk.mean...Z",-0.0694123150925926
"2529","LAYING",9,"tBodyGyroJerk.mean...Z",-0.0569490475
"2530","LAYING",10,"tBodyGyroJerk.mean...Z",-0.0590744912758621
"2531","LAYING",11,"tBodyGyroJerk.mean...Z",-0.0666957489649123
"2532","LAYING",12,"tBodyGyroJerk.mean...Z",-0.0678909002816667
"2533","LAYING",13,"tBodyGyroJerk.mean...Z",-0.0648770419677419
"2534","LAYING",14,"tBodyGyroJerk.mean...Z",-0.0566171868039216
"2535","LAYING",15,"tBodyGyroJerk.mean...Z",-0.0624334556236111
"2536","LAYING",16,"tBodyGyroJerk.mean...Z",-0.0576790435142857
"2537","LAYING",17,"tBodyGyroJerk.mean...Z",-0.0604927046338028
"2538","LAYING",18,"tBodyGyroJerk.mean...Z",-0.0593135986615385
"2539","LAYING",19,"tBodyGyroJerk.mean...Z",-0.0599161477951807
"2540","LAYING",20,"tBodyGyroJerk.mean...Z",-0.0610028293088235
"2541","LAYING",21,"tBodyGyroJerk.mean...Z",-0.0601398663555556
"2542","LAYING",22,"tBodyGyroJerk.mean...Z",-0.0702723568194445
"2543","LAYING",23,"tBodyGyroJerk.mean...Z",-0.0621991626111111
"2544","LAYING",24,"tBodyGyroJerk.mean...Z",-0.0624116966805556
"2545","LAYING",25,"tBodyGyroJerk.mean...Z",-0.0596922147205479
"2546","LAYING",26,"tBodyGyroJerk.mean...Z",-0.0711533355789474
"2547","LAYING",27,"tBodyGyroJerk.mean...Z",-0.0642797849864865
"2548","LAYING",28,"tBodyGyroJerk.mean...Z",-0.05345019146375
"2549","LAYING",29,"tBodyGyroJerk.mean...Z",-0.0674469666086956
"2550","LAYING",30,"tBodyGyroJerk.mean...Z",-0.0595736770285714
"2551","SITTING",1,"tBodyGyroJerk.mean...Z",-0.046702627
"2552","SITTING",2,"tBodyGyroJerk.mean...Z",-0.04358509665
"2553","SITTING",3,"tBodyGyroJerk.mean...Z",-0.0590079966686538
"2554","SITTING",4,"tBodyGyroJerk.mean...Z",-0.0489964351672
"2555","SITTING",5,"tBodyGyroJerk.mean...Z",-0.0487714733568182
"2556","SITTING",6,"tBodyGyroJerk.mean...Z",-0.0465504310978182
"2557","SITTING",7,"tBodyGyroJerk.mean...Z",-0.0454566269166667
"2558","SITTING",8,"tBodyGyroJerk.mean...Z",-0.0445732240217391
"2559","SITTING",9,"tBodyGyroJerk.mean...Z",-0.052841489994
"2560","SITTING",10,"tBodyGyroJerk.mean...Z",-0.048941191502963
"2561","SITTING",11,"tBodyGyroJerk.mean...Z",-0.0505395462396226
"2562","SITTING",12,"tBodyGyroJerk.mean...Z",-0.0515634091411765
"2563","SITTING",13,"tBodyGyroJerk.mean...Z",-0.0466121595938776
"2564","SITTING",14,"tBodyGyroJerk.mean...Z",-0.0520121608148148
"2565","SITTING",15,"tBodyGyroJerk.mean...Z",-0.0524148341983051
"2566","SITTING",16,"tBodyGyroJerk.mean...Z",-0.0588371273536232
"2567","SITTING",17,"tBodyGyroJerk.mean...Z",-0.051090324421875
"2568","SITTING",18,"tBodyGyroJerk.mean...Z",-0.0523030404789474
"2569","SITTING",19,"tBodyGyroJerk.mean...Z",-0.0590801684246575
"2570","SITTING",20,"tBodyGyroJerk.mean...Z",-0.0465835149090909
"2571","SITTING",21,"tBodyGyroJerk.mean...Z",-0.0526409877294118
"2572","SITTING",22,"tBodyGyroJerk.mean...Z",-0.0517193986693548
"2573","SITTING",23,"tBodyGyroJerk.mean...Z",-0.0485561086867647
"2574","SITTING",24,"tBodyGyroJerk.mean...Z",-0.051596655125
"2575","SITTING",25,"tBodyGyroJerk.mean...Z",-0.0495595643230769
"2576","SITTING",26,"tBodyGyroJerk.mean...Z",-0.0487627204433077
"2577","SITTING",27,"tBodyGyroJerk.mean...Z",-0.0503883556285714
"2578","SITTING",28,"tBodyGyroJerk.mean...Z",-0.0579015362166667
"2579","SITTING",29,"tBodyGyroJerk.mean...Z",-0.047000897695
"2580","SITTING",30,"tBodyGyroJerk.mean...Z",-0.0488204595806452
"2581","STANDING",1,"tBodyGyroJerk.mean...Z",-0.0489505466716981
"2582","STANDING",2,"tBodyGyroJerk.mean...Z",-0.0546539479425926
"2583","STANDING",3,"tBodyGyroJerk.mean...Z",-0.0416832156688525
"2584","STANDING",4,"tBodyGyroJerk.mean...Z",-0.0490753497867857
"2585","STANDING",5,"tBodyGyroJerk.mean...Z",-0.0422221341625
"2586","STANDING",6,"tBodyGyroJerk.mean...Z",-0.0506432189438596
"2587","STANDING",7,"tBodyGyroJerk.mean...Z",-0.0545390015471698
"2588","STANDING",8,"tBodyGyroJerk.mean...Z",-0.0478483225666667
"2589","STANDING",9,"tBodyGyroJerk.mean...Z",-0.0575743131488889
"2590","STANDING",10,"tBodyGyroJerk.mean...Z",-0.0584162547045455
"2591","STANDING",11,"tBodyGyroJerk.mean...Z",-0.0524732752340426
"2592","STANDING",12,"tBodyGyroJerk.mean...Z",-0.0482863736885246
"2593","STANDING",13,"tBodyGyroJerk.mean...Z",-0.053926078122807
"2594","STANDING",14,"tBodyGyroJerk.mean...Z",-0.0509036177765
"2595","STANDING",15,"tBodyGyroJerk.mean...Z",-0.052278397190566
"2596","STANDING",16,"tBodyGyroJerk.mean...Z",-0.0544335294410256
"2597","STANDING",17,"tBodyGyroJerk.mean...Z",-0.0546331330897436
"2598","STANDING",18,"tBodyGyroJerk.mean...Z",-0.0532384453013699
"2599","STANDING",19,"tBodyGyroJerk.mean...Z",-0.0523769867072603
"2600","STANDING",20,"tBodyGyroJerk.mean...Z",-0.051815224739726
"2601","STANDING",21,"tBodyGyroJerk.mean...Z",-0.0538211740234831
"2602","STANDING",22,"tBodyGyroJerk.mean...Z",-0.0513179245555556
"2603","STANDING",23,"tBodyGyroJerk.mean...Z",-0.0548226277867647
"2604","STANDING",24,"tBodyGyroJerk.mean...Z",-0.0517180379565217
"2605","STANDING",25,"tBodyGyroJerk.mean...Z",-0.0556979055540541
"2606","STANDING",26,"tBodyGyroJerk.mean...Z",-0.0532541948283784
"2607","STANDING",27,"tBodyGyroJerk.mean...Z",-0.051403918985
"2608","STANDING",28,"tBodyGyroJerk.mean...Z",-0.0525896252375949
"2609","STANDING",29,"tBodyGyroJerk.mean...Z",-0.0544926306307692
"2610","STANDING",30,"tBodyGyroJerk.mean...Z",-0.0520307176474576
"2611","WALKING",1,"tBodyGyroJerk.mean...Z",-0.0461309295021053
"2612","WALKING",2,"tBodyGyroJerk.mean...Z",-0.0514939156830508
"2613","WALKING",3,"tBodyGyroJerk.mean...Z",-0.0503616100815517
"2614","WALKING",4,"tBodyGyroJerk.mean...Z",-0.0551166852766667
"2615","WALKING",5,"tBodyGyroJerk.mean...Z",-0.0482679596035714
"2616","WALKING",6,"tBodyGyroJerk.mean...Z",-0.0539597284210526
"2617","WALKING",7,"tBodyGyroJerk.mean...Z",-0.0495713093294737
"2618","WALKING",8,"tBodyGyroJerk.mean...Z",-0.0522683965333333
"2619","WALKING",9,"tBodyGyroJerk.mean...Z",-0.0633406620592308
"2620","WALKING",10,"tBodyGyroJerk.mean...Z",-0.0611262928849057
"2621","WALKING",11,"tBodyGyroJerk.mean...Z",-0.0342677451
"2622","WALKING",12,"tBodyGyroJerk.mean...Z",-0.0467338151926
"2623","WALKING",13,"tBodyGyroJerk.mean...Z",-0.0636693233473684
"2624","WALKING",14,"tBodyGyroJerk.mean...Z",-0.0388825919508475
"2625","WALKING",15,"tBodyGyroJerk.mean...Z",-0.0510976492333333
"2626","WALKING",16,"tBodyGyroJerk.mean...Z",-0.0532986670705882
"2627","WALKING",17,"tBodyGyroJerk.mean...Z",-0.0513807166754098
"2628","WALKING",18,"tBodyGyroJerk.mean...Z",-0.0502631568175
"2629","WALKING",19,"tBodyGyroJerk.mean...Z",-0.0603091962115385
"2630","WALKING",20,"tBodyGyroJerk.mean...Z",-0.0549273707529412
"2631","WALKING",21,"tBodyGyroJerk.mean...Z",-0.0621192104076923
"2632","WALKING",22,"tBodyGyroJerk.mean...Z",-0.0569812455608696
"2633","WALKING",23,"tBodyGyroJerk.mean...Z",-0.0903002524369492
"2634","WALKING",24,"tBodyGyroJerk.mean...Z",-0.0739835516362069
"2635","WALKING",25,"tBodyGyroJerk.mean...Z",-0.0512696224225676
"2636","WALKING",26,"tBodyGyroJerk.mean...Z",-0.0492240545355932
"2637","WALKING",27,"tBodyGyroJerk.mean...Z",-0.0650247552701754
"2638","WALKING",28,"tBodyGyroJerk.mean...Z",-0.0593552479814815
"2639","WALKING",29,"tBodyGyroJerk.mean...Z",-0.0392368986679245
"2640","WALKING",30,"tBodyGyroJerk.mean...Z",-0.0446007229941538
"2641","WALKING DOWNSTAIRS",1,"tBodyGyroJerk.mean...Z",-0.0270461061061224
"2642","WALKING DOWNSTAIRS",2,"tBodyGyroJerk.mean...Z",-0.0710229816893617
"2643","WALKING DOWNSTAIRS",3,"tBodyGyroJerk.mean...Z",-0.0416193131122449
"2644","WALKING DOWNSTAIRS",4,"tBodyGyroJerk.mean...Z",-0.0492836435688889
"2645","WALKING DOWNSTAIRS",5,"tBodyGyroJerk.mean...Z",-0.0399656935617021
"2646","WALKING DOWNSTAIRS",6,"tBodyGyroJerk.mean...Z",-0.0372228650416667
"2647","WALKING DOWNSTAIRS",7,"tBodyGyroJerk.mean...Z",-0.0789469342553192
"2648","WALKING DOWNSTAIRS",8,"tBodyGyroJerk.mean...Z",-0.0867903297078947
"2649","WALKING DOWNSTAIRS",9,"tBodyGyroJerk.mean...Z",-0.0678080598785714
"2650","WALKING DOWNSTAIRS",10,"tBodyGyroJerk.mean...Z",-0.0720413112078947
"2651","WALKING DOWNSTAIRS",11,"tBodyGyroJerk.mean...Z",-0.0373048405934783
"2652","WALKING DOWNSTAIRS",12,"tBodyGyroJerk.mean...Z",-0.0653239980021739
"2653","WALKING DOWNSTAIRS",13,"tBodyGyroJerk.mean...Z",-0.0512020476
"2654","WALKING DOWNSTAIRS",14,"tBodyGyroJerk.mean...Z",-0.0615978795422222
"2655","WALKING DOWNSTAIRS",15,"tBodyGyroJerk.mean...Z",-0.0339213064857143
"2656","WALKING DOWNSTAIRS",16,"tBodyGyroJerk.mean...Z",-0.0612136932929787
"2657","WALKING DOWNSTAIRS",17,"tBodyGyroJerk.mean...Z",-0.0582518846641304
"2658","WALKING DOWNSTAIRS",18,"tBodyGyroJerk.mean...Z",-0.0570591813909091
"2659","WALKING DOWNSTAIRS",19,"tBodyGyroJerk.mean...Z",-0.0545565563487179
"2660","WALKING DOWNSTAIRS",20,"tBodyGyroJerk.mean...Z",-0.061531283
"2661","WALKING DOWNSTAIRS",21,"tBodyGyroJerk.mean...Z",-0.0788436473888889
"2662","WALKING DOWNSTAIRS",22,"tBodyGyroJerk.mean...Z",-0.0481460161016667
"2663","WALKING DOWNSTAIRS",23,"tBodyGyroJerk.mean...Z",-0.0293255016148148
"2664","WALKING DOWNSTAIRS",24,"tBodyGyroJerk.mean...Z",-0.0412055411490909
"2665","WALKING DOWNSTAIRS",25,"tBodyGyroJerk.mean...Z",-0.0642078122381035
"2666","WALKING DOWNSTAIRS",26,"tBodyGyroJerk.mean...Z",-0.05105874094
"2667","WALKING DOWNSTAIRS",27,"tBodyGyroJerk.mean...Z",-0.0621043700545455
"2668","WALKING DOWNSTAIRS",28,"tBodyGyroJerk.mean...Z",-0.077617393146087
"2669","WALKING DOWNSTAIRS",29,"tBodyGyroJerk.mean...Z",-0.0359648430270833
"2670","WALKING DOWNSTAIRS",30,"tBodyGyroJerk.mean...Z",-0.0543595229322581
"2671","WALKING_UPSTAIRS",1,"tBodyGyroJerk.mean...Z",-0.0407125527654717
"2672","WALKING_UPSTAIRS",2,"tBodyGyroJerk.mean...Z",-0.0445157481625
"2673","WALKING_UPSTAIRS",3,"tBodyGyroJerk.mean...Z",-0.0498180874305085
"2674","WALKING_UPSTAIRS",4,"tBodyGyroJerk.mean...Z",-0.0722496260807692
"2675","WALKING_UPSTAIRS",5,"tBodyGyroJerk.mean...Z",-0.0534895401
"2676","WALKING_UPSTAIRS",6,"tBodyGyroJerk.mean...Z",-0.0576800048435294
"2677","WALKING_UPSTAIRS",7,"tBodyGyroJerk.mean...Z",-0.072451747827451
"2678","WALKING_UPSTAIRS",8,"tBodyGyroJerk.mean...Z",-0.0534090382439024
"2679","WALKING_UPSTAIRS",9,"tBodyGyroJerk.mean...Z",-0.0236327911183673
"2680","WALKING_UPSTAIRS",10,"tBodyGyroJerk.mean...Z",-0.036502173787234
"2681","WALKING_UPSTAIRS",11,"tBodyGyroJerk.mean...Z",-0.046076149625
"2682","WALKING_UPSTAIRS",12,"tBodyGyroJerk.mean...Z",-0.0653167291865385
"2683","WALKING_UPSTAIRS",13,"tBodyGyroJerk.mean...Z",-0.0661653916327273
"2684","WALKING_UPSTAIRS",14,"tBodyGyroJerk.mean...Z",-0.0137237620296296
"2685","WALKING_UPSTAIRS",15,"tBodyGyroJerk.mean...Z",-0.0767242496041667
"2686","WALKING_UPSTAIRS",16,"tBodyGyroJerk.mean...Z",-0.035416300054902
"2687","WALKING_UPSTAIRS",17,"tBodyGyroJerk.mean...Z",-0.0223482086545833
"2688","WALKING_UPSTAIRS",18,"tBodyGyroJerk.mean...Z",-0.0692536211396552
"2689","WALKING_UPSTAIRS",19,"tBodyGyroJerk.mean...Z",-0.0533545875525
"2690","WALKING_UPSTAIRS",20,"tBodyGyroJerk.mean...Z",-0.0518985451176471
"2691","WALKING_UPSTAIRS",21,"tBodyGyroJerk.mean...Z",-0.00694066389361702
"2692","WALKING_UPSTAIRS",22,"tBodyGyroJerk.mean...Z",-0.067457054547619
"2693","WALKING_UPSTAIRS",23,"tBodyGyroJerk.mean...Z",-0.0924998531372549
"2694","WALKING_UPSTAIRS",24,"tBodyGyroJerk.mean...Z",-0.0498427228983051
"2695","WALKING_UPSTAIRS",25,"tBodyGyroJerk.mean...Z",-0.0540452217153846
"2696","WALKING_UPSTAIRS",26,"tBodyGyroJerk.mean...Z",-0.0595558392545455
"2697","WALKING_UPSTAIRS",27,"tBodyGyroJerk.mean...Z",-0.0629013722509804
"2698","WALKING_UPSTAIRS",28,"tBodyGyroJerk.mean...Z",-0.0752610437019608
"2699","WALKING_UPSTAIRS",29,"tBodyGyroJerk.mean...Z",-0.0680938780306122
"2700","WALKING_UPSTAIRS",30,"tBodyGyroJerk.mean...Z",-0.0364157841384615
"2701","LAYING",1,"tBodyAccMag.mean..",-0.8419291525
"2702","LAYING",2,"tBodyAccMag.mean..",-0.977435485208333
"2703","LAYING",3,"tBodyAccMag.mean..",-0.972791346129032
"2704","LAYING",4,"tBodyAccMag.mean..",-0.954557603148148
"2705","LAYING",5,"tBodyAccMag.mean..",-0.966777882884615
"2706","LAYING",6,"tBodyAccMag.mean..",-0.918878850824561
"2707","LAYING",7,"tBodyAccMag.mean..",-0.936392023846154
"2708","LAYING",8,"tBodyAccMag.mean..",-0.935308633888889
"2709","LAYING",9,"tBodyAccMag.mean..",-0.9308684376
"2710","LAYING",10,"tBodyAccMag.mean..",-0.956781819655172
"2711","LAYING",11,"tBodyAccMag.mean..",-0.980621180175439
"2712","LAYING",12,"tBodyAccMag.mean..",-0.9482046755
"2713","LAYING",13,"tBodyAccMag.mean..",-0.960517768225806
"2714","LAYING",14,"tBodyAccMag.mean..",-0.905978250196078
"2715","LAYING",15,"tBodyAccMag.mean..",-0.955340661527778
"2716","LAYING",16,"tBodyAccMag.mean..",-0.961834634857143
"2717","LAYING",17,"tBodyAccMag.mean..",-0.953021411126761
"2718","LAYING",18,"tBodyAccMag.mean..",-0.986456241538462
"2719","LAYING",19,"tBodyAccMag.mean..",-0.96626080686747
"2720","LAYING",20,"tBodyAccMag.mean..",-0.960743126176471
"2721","LAYING",21,"tBodyAccMag.mean..",-0.952596583222222
"2722","LAYING",22,"tBodyAccMag.mean..",-0.934993799305556
"2723","LAYING",23,"tBodyAccMag.mean..",-0.962959196805556
"2724","LAYING",24,"tBodyAccMag.mean..",-0.9718540425
"2725","LAYING",25,"tBodyAccMag.mean..",-0.56047777609589
"2726","LAYING",26,"tBodyAccMag.mean..",-0.976785042368421
"2727","LAYING",27,"tBodyAccMag.mean..",-0.982091652162162
"2728","LAYING",28,"tBodyAccMag.mean..",-0.95811223025
"2729","LAYING",29,"tBodyAccMag.mean..",-0.986493196666667
"2730","LAYING",30,"tBodyAccMag.mean..",-0.969829984285714
"2731","SITTING",1,"tBodyAccMag.mean..",-0.948536786170213
"2732","SITTING",2,"tBodyAccMag.mean..",-0.967893623913043
"2733","SITTING",3,"tBodyAccMag.mean..",-0.895383350192308
"2734","SITTING",4,"tBodyAccMag.mean..",-0.93569482
"2735","SITTING",5,"tBodyAccMag.mean..",-0.9379783225
"2736","SITTING",6,"tBodyAccMag.mean..",-0.949543531272727
"2737","SITTING",7,"tBodyAccMag.mean..",-0.918432107083333
"2738","SITTING",8,"tBodyAccMag.mean..",-0.952139704347826
"2739","SITTING",9,"tBodyAccMag.mean..",-0.8933617176
"2740","SITTING",10,"tBodyAccMag.mean..",-0.96075719962963
"2741","SITTING",11,"tBodyAccMag.mean..",-0.961970763773585
"2742","SITTING",12,"tBodyAccMag.mean..",-0.952176621372549
"2743","SITTING",13,"tBodyAccMag.mean..",-0.957690563673469
"2744","SITTING",14,"tBodyAccMag.mean..",-0.944197943703704
"2745","SITTING",15,"tBodyAccMag.mean..",-0.958669836271186
"2746","SITTING",16,"tBodyAccMag.mean..",-0.961879680724638
"2747","SITTING",17,"tBodyAccMag.mean..",-0.97274734640625
"2748","SITTING",18,"tBodyAccMag.mean..",-0.983674151754386
"2749","SITTING",19,"tBodyAccMag.mean..",-0.962074065616438
"2750","SITTING",20,"tBodyAccMag.mean..",-0.952738043030303
"2751","SITTING",21,"tBodyAccMag.mean..",-0.974734999411765
"2752","SITTING",22,"tBodyAccMag.mean..",-0.942167353870968
"2753","SITTING",23,"tBodyAccMag.mean..",-0.944080772941176
"2754","SITTING",24,"tBodyAccMag.mean..",-0.968979156470588
"2755","SITTING",25,"tBodyAccMag.mean..",-0.970409337076923
"2756","SITTING",26,"tBodyAccMag.mean..",-0.953079994102564
"2757","SITTING",27,"tBodyAccMag.mean..",-0.979481668857143
"2758","SITTING",28,"tBodyAccMag.mean..",-0.955789708611111
"2759","SITTING",29,"tBodyAccMag.mean..",-0.978017021833333
"2760","SITTING",30,"tBodyAccMag.mean..",-0.957487221451613
"2761","STANDING",1,"tBodyAccMag.mean..",-0.984278207358491
"2762","STANDING",2,"tBodyAccMag.mean..",-0.965875181296296
"2763","STANDING",3,"tBodyAccMag.mean..",-0.925430819016393
"2764","STANDING",4,"tBodyAccMag.mean..",-0.906478051785714
"2765","STANDING",5,"tBodyAccMag.mean..",-0.906104701071429
"2766","STANDING",6,"tBodyAccMag.mean..",-0.945022876491228
"2767","STANDING",7,"tBodyAccMag.mean..",-0.942724659245283
"2768","STANDING",8,"tBodyAccMag.mean..",-0.953762884074074
"2769","STANDING",9,"tBodyAccMag.mean..",-0.945167482444444
"2770","STANDING",10,"tBodyAccMag.mean..",-0.951988907954545
"2771","STANDING",11,"tBodyAccMag.mean..",-0.984853836595745
"2772","STANDING",12,"tBodyAccMag.mean..",-0.941459935081967
"2773","STANDING",13,"tBodyAccMag.mean..",-0.971564243157895
"2774","STANDING",14,"tBodyAccMag.mean..",-0.943456847333333
"2775","STANDING",15,"tBodyAccMag.mean..",-0.961207616226415
"2776","STANDING",16,"tBodyAccMag.mean..",-0.969948825128205
"2777","STANDING",17,"tBodyAccMag.mean..",-0.977635981410256
"2778","STANDING",18,"tBodyAccMag.mean..",-0.972607495342466
"2779","STANDING",19,"tBodyAccMag.mean..",-0.960505683561644
"2780","STANDING",20,"tBodyAccMag.mean..",-0.92240685739726
"2781","STANDING",21,"tBodyAccMag.mean..",-0.958774298089888
"2782","STANDING",22,"tBodyAccMag.mean..",-0.954807661269841
"2783","STANDING",23,"tBodyAccMag.mean..",-0.957212267058824
"2784","STANDING",24,"tBodyAccMag.mean..",-0.950061017681159
"2785","STANDING",25,"tBodyAccMag.mean..",-0.972663592162162
"2786","STANDING",26,"tBodyAccMag.mean..",-0.968511694324324
"2787","STANDING",27,"tBodyAccMag.mean..",-0.972753287375
"2788","STANDING",28,"tBodyAccMag.mean..",-0.92547165164557
"2789","STANDING",29,"tBodyAccMag.mean..",-0.984745318923077
"2790","STANDING",30,"tBodyAccMag.mean..",-0.930573574915254
"2791","WALKING",1,"tBodyAccMag.mean..",-0.136971176556842
"2792","WALKING",2,"tBodyAccMag.mean..",-0.290407593728814
"2793","WALKING",3,"tBodyAccMag.mean..",-0.254690333275862
"2794","WALKING",4,"tBodyAccMag.mean..",-0.312050574166667
"2795","WALKING",5,"tBodyAccMag.mean..",-0.158338674394643
"2796","WALKING",6,"tBodyAccMag.mean..",-0.166840713631579
"2797","WALKING",7,"tBodyAccMag.mean..",-0.0978090439438596
"2798","WALKING",8,"tBodyAccMag.mean..",0.0516786278104167
"2799","WALKING",9,"tBodyAccMag.mean..",-0.0980840496143461
"2800","WALKING",10,"tBodyAccMag.mean..",-0.127400912069811
"2801","WALKING",11,"tBodyAccMag.mean..",-0.288323472033898
"2802","WALKING",12,"tBodyAccMag.mean..",-0.102204550448
"2803","WALKING",13,"tBodyAccMag.mean..",-0.135643867842105
"2804","WALKING",14,"tBodyAccMag.mean..",-0.144404671779661
"2805","WALKING",15,"tBodyAccMag.mean..",-0.186514650759259
"2806","WALKING",16,"tBodyAccMag.mean..",-0.258766694117647
"2807","WALKING",17,"tBodyAccMag.mean..",-0.151151487704918
"2808","WALKING",18,"tBodyAccMag.mean..",-0.287908078035714
"2809","WALKING",19,"tBodyAccMag.mean..",0.0648173438653846
"2810","WALKING",20,"tBodyAccMag.mean..",0.039402280578902
"2811","WALKING",21,"tBodyAccMag.mean..",-0.123455661519231
"2812","WALKING",22,"tBodyAccMag.mean..",0.0722419121669565
"2813","WALKING",23,"tBodyAccMag.mean..",-0.0988770198220339
"2814","WALKING",24,"tBodyAccMag.mean..",-0.299983613965517
"2815","WALKING",25,"tBodyAccMag.mean..",-0.40528943
"2816","WALKING",26,"tBodyAccMag.mean..",-0.223399171830508
"2817","WALKING",27,"tBodyAccMag.mean..",-0.238853875263158
"2818","WALKING",28,"tBodyAccMag.mean..",-0.1806660203
"2819","WALKING",29,"tBodyAccMag.mean..",-0.0955213393716981
"2820","WALKING",30,"tBodyAccMag.mean..",-0.195140032969231
"2821","WALKING DOWNSTAIRS",1,"tBodyAccMag.mean..",0.0271882914106122
"2822","WALKING DOWNSTAIRS",2,"tBodyAccMag.mean..",0.0899511204978723
"2823","WALKING DOWNSTAIRS",3,"tBodyAccMag.mean..",-0.0628126118283674
"2824","WALKING DOWNSTAIRS",4,"tBodyAccMag.mean..",-0.0491616726733333
"2825","WALKING DOWNSTAIRS",5,"tBodyAccMag.mean..",0.211138853638298
"2826","WALKING DOWNSTAIRS",6,"tBodyAccMag.mean..",0.333754731458333
"2827","WALKING DOWNSTAIRS",7,"tBodyAccMag.mean..",0.0198795285851064
"2828","WALKING DOWNSTAIRS",8,"tBodyAccMag.mean..",0.176599311818421
"2829","WALKING DOWNSTAIRS",9,"tBodyAccMag.mean..",0.145886357935714
"2830","WALKING DOWNSTAIRS",10,"tBodyAccMag.mean..",0.250843769394737
"2831","WALKING DOWNSTAIRS",11,"tBodyAccMag.mean..",0.126227657258696
"2832","WALKING DOWNSTAIRS",12,"tBodyAccMag.mean..",0.0183139429630435
"2833","WALKING DOWNSTAIRS",13,"tBodyAccMag.mean..",-0.0294634299553191
"2834","WALKING DOWNSTAIRS",14,"tBodyAccMag.mean..",0.185537706866667
"2835","WALKING DOWNSTAIRS",15,"tBodyAccMag.mean..",0.320449387166667
"2836","WALKING DOWNSTAIRS",16,"tBodyAccMag.mean..",0.191079793587447
"2837","WALKING DOWNSTAIRS",17,"tBodyAccMag.mean..",0.148951103536087
"2838","WALKING DOWNSTAIRS",18,"tBodyAccMag.mean..",-0.293531973636364
"2839","WALKING DOWNSTAIRS",19,"tBodyAccMag.mean..",0.644604325128205
"2840","WALKING DOWNSTAIRS",20,"tBodyAccMag.mean..",0.221851587933333
"2841","WALKING DOWNSTAIRS",21,"tBodyAccMag.mean..",0.245771699004444
"2842","WALKING DOWNSTAIRS",22,"tBodyAccMag.mean..",0.330999221944444
"2843","WALKING DOWNSTAIRS",23,"tBodyAccMag.mean..",0.127211137694444
"2844","WALKING DOWNSTAIRS",24,"tBodyAccMag.mean..",-0.0737699163072727
"2845","WALKING DOWNSTAIRS",25,"tBodyAccMag.mean..",-0.22010859462069
"2846","WALKING DOWNSTAIRS",26,"tBodyAccMag.mean..",0.114379383742
"2847","WALKING DOWNSTAIRS",27,"tBodyAccMag.mean..",0.108071382861364
"2848","WALKING DOWNSTAIRS",28,"tBodyAccMag.mean..",0.104359216580435
"2849","WALKING DOWNSTAIRS",29,"tBodyAccMag.mean..",0.103705165666667
"2850","WALKING DOWNSTAIRS",30,"tBodyAccMag.mean..",-0.0373901122469355
"2851","WALKING_UPSTAIRS",1,"tBodyAccMag.mean..",-0.129927630735849
"2852","WALKING_UPSTAIRS",2,"tBodyAccMag.mean..",-0.107322679520833
"2853","WALKING_UPSTAIRS",3,"tBodyAccMag.mean..",-0.184014895
"2854","WALKING_UPSTAIRS",4,"tBodyAccMag.mean..",-0.153703935357692
"2855","WALKING_UPSTAIRS",5,"tBodyAccMag.mean..",0.0435562021989362
"2856","WALKING_UPSTAIRS",6,"tBodyAccMag.mean..",0.0177790974433333
"2857","WALKING_UPSTAIRS",7,"tBodyAccMag.mean..",-0.198074437978431
"2858","WALKING_UPSTAIRS",8,"tBodyAccMag.mean..",0.121026629195122
"2859","WALKING_UPSTAIRS",9,"tBodyAccMag.mean..",-0.260727581428571
"2860","WALKING_UPSTAIRS",10,"tBodyAccMag.mean..",-0.0266623294757447
"2861","WALKING_UPSTAIRS",11,"tBodyAccMag.mean..",-0.132594623759259
"2862","WALKING_UPSTAIRS",12,"tBodyAccMag.mean..",-0.229183927115385
"2863","WALKING_UPSTAIRS",13,"tBodyAccMag.mean..",-0.10115350174
"2864","WALKING_UPSTAIRS",14,"tBodyAccMag.mean..",0.140108204051852
"2865","WALKING_UPSTAIRS",15,"tBodyAccMag.mean..",-0.000971394711666667
"2866","WALKING_UPSTAIRS",16,"tBodyAccMag.mean..",-0.233990331568627
"2867","WALKING_UPSTAIRS",17,"tBodyAccMag.mean..",-0.0128062276916667
"2868","WALKING_UPSTAIRS",18,"tBodyAccMag.mean..",-0.279146312758621
"2869","WALKING_UPSTAIRS",19,"tBodyAccMag.mean..",0.01738119347275
"2870","WALKING_UPSTAIRS",20,"tBodyAccMag.mean..",0.00872502461176471
"2871","WALKING_UPSTAIRS",21,"tBodyAccMag.mean..",-0.0810453188106383
"2872","WALKING_UPSTAIRS",22,"tBodyAccMag.mean..",0.210282608333333
"2873","WALKING_UPSTAIRS",23,"tBodyAccMag.mean..",-0.0117536873784314
"2874","WALKING_UPSTAIRS",24,"tBodyAccMag.mean..",-0.226402822033898
"2875","WALKING_UPSTAIRS",25,"tBodyAccMag.mean..",-0.305772199076923
